,Brand_Name,Variant,Price,Manufacturing_Year,Fuel_type,Kms_run,Engine,Owner,Transmission,Mileage
1851,2018 Volkswagen Polo,1.2 MPI Comfortline,"4,30,500",2017,Petrol,"40,750 Kms",1199 cc,1st Owner,Automatic,22 kmpl
1852,2018 Maruti Swift,AMT ZXI BSIV,"6,65,871",2018,Petrol,"47,393 Kms",1197 cc,1st Owner,Manual,24.3 kmpl
1853,2019 Maruti Vitara Brezza,ZDi,"8,42,500",2019,Diesel,"46,244 Kms",1248 cc,1st Owner,Manual,17.4 kmpl
1854,2015 Honda City,i VTEC V,"5,41,681",2015,Petrol,"78,296 Kms",1497 cc,2nd Owner,UP14,Comprehensive
1855,2011 Hyundai i10,Sportz 1.2,"2,51,286",2011,Petrol,"38,270 Kms",1197 cc,2nd Owner,Manual,22.7 kmpl
1856,2020 Datsun RediGO,A,"2,70,000",2019,Petrol,"15,598 Kms",799 cc,1st Owner,Manual,16.47 kmpl
1857,2011 Volkswagen Polo,Petrol Highline 1.2L,"2,71,500",2011,Petrol,"118,807 Kms",1198 cc,1st Owner,Manual,22.9 kmpl
1858,2013 Maruti Swift,VDI,"4,50,000",2013,Diesel,"99,877 Kms",1248 cc,1st Owner,Manual,21.21 kmpl
1859,2016 Maruti Swift,ZXI,"4,53,948",2015,Petrol,"52,655 Kms",1197 cc,1st Owner,Manual,22.54 kmpl
1860,2017 Hyundai i20,1.4 Asta Option,"6,55,500",2017,Diesel,"68,644 Kms",1396 cc,1st Owner,Automatic,23.84 kmpl
1861,2017 Tata Tiago,1.2 Revotron XZA,"4,50,000",2017,Petrol,"19,544 Kms",1199 cc,1st Owner,Manual,20.3 kmpl
1862,2019 Tata Tigor,XZ Plus,"5,50,500",2019,Petrol,"15,681 Kms",1199 cc,1st Owner,Manual,28.4 kmpl
1863,2017 Maruti Swift Dzire,ZDI Plus,"6,12,000",2017,Diesel,"71,549 Kms",1248 cc,1st Owner,Manual,26.59 kmpl
1864,2015 Maruti Swift Dzire,VDI,"4,17,000",2014,Diesel,"98,563 Kms",1248 cc,1st Owner,Manual,17.01 kmpl
1865,2016 Hyundai Verna,1.6 VTVT S,"6,37,000",2016,Petrol,"60,820 Kms",1591 cc,1st Owner,Manual,20 kmpl
1866,2019 Renault Triber,RXT,"5,09,500",2019,Petrol,"17,062 Kms",999 cc,1st Owner,Manual,23.84 kmpl
1867,2019 Tata Tiago,1.2 Revotron XT,"4,53,500",2019,Petrol,"24,973 Kms",1199 cc,1st Owner,Manual,18.5 kmpl
1868,2013 Hyundai i20,Magna Optional 1.2,"3,40,357",2013,Petrol,"54,952 Kms",1197 cc,1st Owner,Manual,19.05 kmpl
1869,2020 Tata Altroz,XE,"5,52,500",2020,Petrol,"3,199 Kms",1199 cc,1st Owner,Manual,20.77 kmpl
1870,2014 Maruti Ertiga,VDI,"5,37,000",2014,Diesel,"72,395 Kms",1248 cc,1st Owner,Manual,18.6 kmpl
1871,2019 Hyundai i20,Magna Plus BSIV,"6,17,000",2019,Petrol,"29,942 Kms",1197 cc,1st Owner,Manual,19.05 kmpl
1872,2020 Tata Altroz,XE,"5,52,500",2020,Petrol,"3,199 Kms",1199 cc,1st Owner,DL3C,Comprehensive
1873,2016 Maruti Celerio,VXI,"3,81,500",2016,Petrol,"48,964 Kms",998 cc,1st Owner,Manual,25.32 kmpl
1874,2016 Mahindra KUV 100,mFALCON D75 K8 5str AW,"3,97,000",2016,Diesel,"54,476 Kms",1198 cc,2nd Owner,Manual,19.1 kmpl
1875,2014 Maruti Swift Dzire,VXI,"4,16,500",2014,Petrol,"102,690 Kms",1197 cc,1st Owner,DL6C,Comprehensive
1876,2017 Maruti Celerio,VXI,"4,25,500",2016,Petrol,"15,785 Kms",998 cc,1st Owner,Manual,17 kmpl
1877,2016 Ford Ecosport,1.5 Petrol Titanium BSIV,"6,85,000",2015,Petrol,"32,345 Kms",1497 cc,1st Owner,Manual,25.2 kmpl
1878,2017 Maruti Swift,VDI Optional,"4,62,000",2016,Diesel,"60,637 Kms",1248 cc,1st Owner,Manual,23.59 kmpl
1879,2018 Toyota Etios Liva,1.4 VD,"5,37,500",2018,Diesel,"46,354 Kms",1364 cc,1st Owner,Manual,20.51 kmpl
1880,2013 Maruti Wagon R Stingray,VXI,"3,23,000",2013,Petrol,"55,675 Kms",998 cc,1st Owner,Manual,15.85 kmpl
1881,2018 Ford Ecosport,1.5 Ti VCT MT Ambiente BSIV,"7,43,820",2018,Petrol,"30,953 Kms",1499 cc,1st Owner,Manual,26.59 kmpl
1882,2015 Maruti Swift Dzire,VDI,"5,87,000",2015,Diesel,"25,433 Kms",1248 cc,1st Owner,Manual,32.26 kmpl
1883,2016 Maruti Alto K10,LXI CNG Optional,"3,25,500",2016,CNG,"55,252 Kms",998 cc,1st Owner,Manual,20.36 kmpl
1884,2012 Hyundai i10,Sportz 1.2,"2,85,500",2011,Petrol,"82,238 Kms",1197 cc,1st Owner,Automatic,18 kmpl
1885,2014 Honda City,i VTEC CVT VX,"6,46,500",2014,Petrol,"93,090 Kms",1497 cc,1st Owner,Manual,26 kmpl
1886,2014 Honda City,i DTEC SV,"5,24,500",2014,Diesel,"92,150 Kms",1498 cc,1st Owner,Manual,21.19 kmpl
1887,2016 Hyundai i20 Active,1.4 S,"4,71,000",2015,Diesel,"43,455 Kms",1396 cc,1st Owner,Manual,16.8 kmpl
1888,2015 Honda City,S,"6,00,000",2015,Petrol,"64,284 Kms",1497 cc,2nd Owner,Automatic,24.04 kmpl
1889,2020 Renault KWID,1.0 RXT AMT Opt BSIV,"4,30,374",2019,Petrol,"12,846 Kms",999 cc,1st Owner,Manual,27.28 kmpl
1890,2019 Tata Tiago,1.05 Revotorq XZ Plus,"4,89,500",2019,Diesel,"63,318 Kms",1047 cc,1st Owner,Manual,16.8 kmpl
1891,2015 Honda City,S,"6,00,000",2015,Petrol,"64,284 Kms",1497 cc,2nd Owner,Manual,27.28 kmpl
1892,2019 Tata Tiago,1.05 Revotorq XZ Plus,"4,89,500",2019,Diesel,"63,318 Kms",1047 cc,1st Owner,Automatic,18.49 kmpl
1893,2016 Mahindra TUV 300,T8 AMT,"5,51,000",2016,Diesel,"86,927 Kms",1493 cc,1st Owner,Manual,23.95 kmpl
1894,2014 Maruti Alto K10,VXI,"2,85,468",2013,Petrol,"27,017 Kms",998 cc,1st Owner,Manual,21.1 kmpl
1895,2019 Hyundai EON,Magna Plus,"2,98,000",2018,Petrol,"31,472 Kms",814 cc,1st Owner,Automatic,20.89 kmpl
1896,2019 Maruti Ignis,1.2 AMT Delta BSIV,"6,48,000",2019,Petrol,"5,598 Kms",1197 cc,1st Owner,Manual,17.8 kmpl
1897,2017 Honda City,i VTEC V,"8,14,432",2017,Petrol,"14,815 Kms",1497 cc,1st Owner,Manual,23.95 kmpl
1898,2016 Maruti Alto K10,VXI,"3,02,208",2016,Petrol,"32,053 Kms",998 cc,1st Owner,Manual,15.04 kmpl
1899,2011 Volkswagen Vento,Petrol Highline,"3,00,000",2011,Petrol,"77,531 Kms",1598 cc,1st Owner,Manual,22.32 kmpl
1900,2013 Hyundai Verna,1.6 SX,"4,27,000",2013,Diesel,"83,401 Kms",1582 cc,1st Owner,Manual,19.4 kmpl
1901,2013 Honda Brio,S MT,"2,72,500",2013,Petrol,"79,651 Kms",1198 cc,2nd Owner,Manual,21.7 kmpl
1902,2020 Maruti S-Presso,VXI Plus,"4,27,056",2020,Petrol,"6,646 Kms",998 cc,1st Owner,Manual,22.9 kmpl
1903,2013 Maruti Swift,VDI,"3,53,497",2013,Diesel,"61,671 Kms",1248 cc,1st Owner,Manual,28.4 kmpl
1904,2017 Maruti Swift Dzire,VDI,"5,85,000",2017,Diesel,"41,508 Kms",1248 cc,1st Owner,Manual,21.64 kmpl
1905,2013 Nissan Sunny,Diesel XL,"2,75,290",2013,Diesel,"54,251 Kms",1461 cc,1st Owner,DL9C,Comprehensive
1906,2015 Honda Brio,1.2 S MT,"3,66,000",2015,Petrol,"40,351 Kms",1198 cc,2nd Owner,Manual,13.2 kmpl
1907,2010 Chevrolet Spark,1.0 PS LPG,"1,06,000",2010,LPG,"82,017 Kms",995 cc,2nd Owner,Manual,24.3 kmpl
1908,2016 Maruti Vitara Brezza,VDi Option,"6,31,500",2016,Diesel,"78,612 Kms",1248 cc,1st Owner,Manual,20.89 kmpl
1909,2018 Maruti Ignis,Delta,"5,03,000",2018,Petrol,"5,114 Kms",1197 cc,1st Owner,Manual,23.59 kmpl
1910,2012 Toyota Etios,GD,"2,51,500",2012,Diesel,"78,536 Kms",1364 cc,2nd Owner,Automatic,14.28 kmpl
1911,2015 Toyota Corolla Altis,VL AT,"9,36,500",2015,Petrol,"43,241 Kms",1798 cc,1st Owner,Manual,21.21 kmpl
1912,2016 Maruti Swift,VXI,"4,45,578",2015,Petrol,"24,477 Kms",1197 cc,1st Owner,Manual,27.39 kmpl
1913,2018 Maruti Baleno,1.3 Delta,"5,70,912",2018,Diesel,"48,118 Kms",1248 cc,1st Owner,DL5C,Zero Dep
1914,2018 Maruti Eeco,5 STR With AC Plus HTR CNG,"3,61,000",2018,CNG,"67,748 Kms",1196 cc,1st Owner,Manual,22.32 kmpl
1915,2013 Hyundai Verna,1.6 SX,"4,14,000",2013,Diesel,"69,239 Kms",1582 cc,1st Owner,Automatic,16.95 kmpl
1916,2012 Hyundai i10,Sportz AT,"3,26,000",2012,Petrol,"64,543 Kms",1197 cc,1st Owner,Manual,24 kmpl
1917,2017 Hyundai Grand i10,1.2 CRDi Magna,"4,12,206",2017,Diesel,"62,547 Kms",1186 cc,1st Owner,Manual,23.5 kmpl
1918,2013 Hyundai Verna,1.4 EX,"4,25,000",2013,Diesel,"66,997 Kms",1396 cc,1st Owner,Automatic,18 kmpl
1919,2015 Honda City,i VTEC CVT VX,"6,90,772",2015,Petrol,"79,502 Kms",1497 cc,1st Owner,Automatic,23.84 kmpl
1920,2018 Tata Tiago,1.2 Revotron XZA,"4,67,826",2018,Petrol,"43,855 Kms",1199 cc,1st Owner,Manual,22 kmpl
1921,2015 Maruti Swift,VXI 2018,"4,90,000",2015,Petrol,"67,565 Kms",1197 cc,1st Owner,Manual,24 kmpl
1922,2018 Hyundai Grand i10,1.2 CRDi Sportz,"4,69,500",2018,Diesel,"45,317 Kms",1186 cc,1st Owner,Automatic,18.4 kmpl
1923,2018 Honda City,V CVT,"10,57,500",2018,Petrol,"14,856 Kms",1498 cc,1st Owner,Manual,18.9 kmpl
1924,2020 Hyundai Grand i10,Sportz Petrol BSIV,"5,78,000",2020,Petrol,"8,509 Kms",1197 cc,1st Owner,Manual,24.3 kmpl
1925,2019 Maruti Vitara Brezza,ZDi,"8,42,500",2019,Diesel,"46,244 Kms",1248 cc,1st Owner,UP14,Comprehensive
1926,2011 Hyundai i10,Sportz 1.2,"2,51,286",2011,Petrol,"38,270 Kms",1197 cc,2nd Owner,Automatic,19 kmpl
1927,2017 Honda Jazz,1.2 V AT i VTEC,"7,40,000",2017,Petrol,"33,873 Kms",1199 cc,1st Owner,DL7C,Comprehensive
1928,2017 Hyundai i20,Asta Option,"5,69,000",2016,Petrol,"50,024 Kms",1197 cc,1st Owner,Manual,22.54 kmpl
1929,2017 Hyundai i20,Magna 1.4 CRDi,"5,44,500",2016,Diesel,"64,390 Kms",1396 cc,1st Owner,Manual,16.2 kmpl
1930,2018 Volkswagen Polo,1.2 MPI Comfortline,"4,30,500",2017,Petrol,"40,750 Kms",1199 cc,1st Owner,Automatic,16.95 kmpl
1931,2012 Hyundai i10,Sportz AT,"3,26,000",2012,Petrol,"64,543 Kms",1197 cc,1st Owner,Manual,24 kmpl
1932,2017 Hyundai Grand i10,1.2 CRDi Magna,"4,12,206",2017,Diesel,"62,547 Kms",1186 cc,1st Owner,Manual,23.5 kmpl
1933,2013 Hyundai Verna,1.4 EX,"4,25,000",2013,Diesel,"66,997 Kms",1396 cc,1st Owner,Automatic,18 kmpl
1934,2015 Honda City,i VTEC CVT VX,"6,90,772",2015,Petrol,"79,502 Kms",1497 cc,1st Owner,Automatic,23.84 kmpl
1935,2018 Tata Tiago,1.2 Revotron XZA,"4,67,826",2018,Petrol,"43,855 Kms",1199 cc,1st Owner,Manual,22 kmpl
1936,2015 Maruti Swift,VXI 2018,"4,90,000",2015,Petrol,"67,565 Kms",1197 cc,1st Owner,Manual,24 kmpl
1937,2018 Hyundai Grand i10,1.2 CRDi Sportz,"4,69,500",2018,Diesel,"45,317 Kms",1186 cc,1st Owner,Automatic,18.4 kmpl
1938,2018 Honda City,V CVT,"10,57,500",2018,Petrol,"14,856 Kms",1498 cc,1st Owner,Manual,18.9 kmpl
1939,2020 Hyundai Grand i10,Sportz Petrol BSIV,"5,78,000",2020,Petrol,"8,509 Kms",1197 cc,1st Owner,Automatic,19 kmpl
1940,2017 Honda Jazz,1.2 V AT i VTEC,"7,40,000",2017,Petrol,"33,873 Kms",1199 cc,1st Owner,DL7C,Comprehensive
1941,2017 Hyundai i20,Asta Option,"5,69,000",2016,Petrol,"50,024 Kms",1197 cc,1st Owner,Manual,22.54 kmpl
1942,2017 Hyundai i20,Magna 1.4 CRDi,"5,44,500",2016,Diesel,"64,390 Kms",1396 cc,1st Owner,Automatic,14.28 kmpl
1943,2015 Toyota Corolla Altis,VL AT,"9,36,500",2015,Petrol,"43,241 Kms",1798 cc,1st Owner,Manual,16.2 kmpl
1944,2018 Volkswagen Polo,1.2 MPI Comfortline,"4,30,500",2017,Petrol,"40,750 Kms",1199 cc,1st Owner,Automatic,22 kmpl
1945,2018 Maruti Swift,AMT ZXI BSIV,"6,65,871",2018,Petrol,"47,393 Kms",1197 cc,1st Owner,Manual,24.3 kmpl
1946,2019 Maruti Vitara Brezza,ZDi,"8,42,500",2019,Diesel,"46,244 Kms",1248 cc,1st Owner,Manual,17.4 kmpl
1947,2015 Honda City,i VTEC V,"5,41,681",2015,Petrol,"78,296 Kms",1497 cc,2nd Owner,UP14,Comprehensive
1948,2011 Hyundai i10,Sportz 1.2,"2,51,286",2011,Petrol,"38,270 Kms",1197 cc,2nd Owner,Manual,22.7 kmpl
1949,2020 Datsun RediGO,A,"2,70,000",2019,Petrol,"15,598 Kms",799 cc,1st Owner,Manual,17 kmpl
1950,2018 Hyundai Verna,VTVT 1.6 SX,"8,91,726",2018,Petrol,"8,742 Kms",1591 cc,1st Owner,Manual,22.32 kmpl
1951,2013 Hyundai Verna,1.6 SX,"4,14,000",2013,Diesel,"69,239 Kms",1582 cc,1st Owner,Automatic,16.95 kmpl
1952,2012 Hyundai i10,Sportz AT,"3,26,000",2012,Petrol,"64,543 Kms",1197 cc,1st Owner,Manual,24 kmpl
1953,2017 Hyundai Grand i10,1.2 CRDi Magna,"4,12,206",2017,Diesel,"62,547 Kms",1186 cc,1st Owner,Manual,23.5 kmpl
1954,2013 Hyundai Verna,1.4 EX,"4,25,000",2013,Diesel,"66,997 Kms",1396 cc,1st Owner,Automatic,18 kmpl
1955,2015 Honda City,i VTEC CVT VX,"6,90,772",2015,Petrol,"79,502 Kms",1497 cc,1st Owner,Automatic,23.84 kmpl
1956,2018 Tata Tiago,1.2 Revotron XZA,"4,67,826",2018,Petrol,"43,855 Kms",1199 cc,1st Owner,Manual,22 kmpl
1957,2015 Maruti Swift,VXI 2018,"4,90,000",2015,Petrol,"67,565 Kms",1197 cc,1st Owner,Manual,24 kmpl
1958,2018 Hyundai Grand i10,1.2 CRDi Sportz,"4,69,500",2018,Diesel,"45,317 Kms",1186 cc,1st Owner,Automatic,18.4 kmpl
1959,2018 Honda City,V CVT,"10,57,500",2018,Petrol,"14,856 Kms",1498 cc,1st Owner,Manual,18.9 kmpl
1960,2020 Hyundai Grand i10,Sportz Petrol BSIV,"5,78,000",2020,Petrol,"8,509 Kms",1197 cc,1st Owner,Automatic,19 kmpl
1961,2017 Honda Jazz,1.2 V AT i VTEC,"7,40,000",2017,Petrol,"33,873 Kms",1199 cc,1st Owner,DL7C,Comprehensive
1962,2017 Hyundai i20,Asta Option,"5,69,000",2016,Petrol,"50,024 Kms",1197 cc,1st Owner,Manual,22.54 kmpl
1963,2017 Hyundai i20,Magna 1.4 CRDi,"5,44,500",2016,Diesel,"64,390 Kms",1396 cc,1st Owner,Automatic,14.28 kmpl
1964,2015 Toyota Corolla Altis,VL AT,"9,36,500",2015,Petrol,"43,241 Kms",1798 cc,1st Owner,Manual,16.2 kmpl
1965,2018 Volkswagen Polo,1.2 MPI Comfortline,"4,30,500",2017,Petrol,"40,750 Kms",1199 cc,1st Owner,Automatic,22 kmpl
1966,2018 Maruti Swift,AMT ZXI BSIV,"6,65,871",2018,Petrol,"47,393 Kms",1197 cc,1st Owner,Manual,24.3 kmpl
1967,2019 Maruti Vitara Brezza,ZDi,"8,42,500",2019,Diesel,"46,244 Kms",1248 cc,1st Owner,Manual,17.4 kmpl
1968,2015 Honda City,i VTEC V,"5,41,681",2015,Petrol,"78,296 Kms",1497 cc,2nd Owner,UP14,Comprehensive
1969,2011 Hyundai i10,Sportz 1.2,"2,51,286",2011,Petrol,"38,270 Kms",1197 cc,2nd Owner,Manual,22.7 kmpl
1970,2020 Datsun RediGO,A,"2,70,000",2019,Petrol,"15,598 Kms",799 cc,1st Owner,Manual,16.47 kmpl
1971,2011 Volkswagen Polo,Petrol Highline 1.2L,"2,71,500",2011,Petrol,"118,807 Kms",1198 cc,1st Owner,Manual,22.9 kmpl
1972,2013 Maruti Swift,VDI,"4,50,000",2013,Diesel,"99,877 Kms",1248 cc,1st Owner,Manual,21.21 kmpl
1973,2016 Maruti Swift,ZXI,"4,53,948",2015,Petrol,"52,655 Kms",1197 cc,1st Owner,Manual,22.54 kmpl
1974,2017 Hyundai i20,1.4 Asta Option,"6,55,500",2017,Diesel,"68,644 Kms",1396 cc,1st Owner,Automatic,23.84 kmpl
1975,2017 Tata Tiago,1.2 Revotron XZA,"4,50,000",2017,Petrol,"19,544 Kms",1199 cc,1st Owner,Manual,20.3 kmpl
1976,2019 Tata Tigor,XZ Plus,"5,50,500",2019,Petrol,"15,681 Kms",1199 cc,1st Owner,Manual,28.4 kmpl
1977,2017 Maruti Swift Dzire,ZDI Plus,"6,12,000",2017,Diesel,"71,549 Kms",1248 cc,1st Owner,Manual,26.59 kmpl
1978,2015 Maruti Swift Dzire,VDI,"4,17,000",2014,Diesel,"98,563 Kms",1248 cc,1st Owner,Manual,17.01 kmpl
1979,2016 Hyundai Verna,1.6 VTVT S,"6,37,000",2016,Petrol,"60,820 Kms",1591 cc,1st Owner,Manual,20 kmpl
1980,2019 Renault Triber,RXT,"5,09,500",2019,Petrol,"17,062 Kms",999 cc,1st Owner,Manual,23.84 kmpl
1981,2019 Tata Tiago,1.2 Revotron XT,"4,53,500",2019,Petrol,"24,973 Kms",1199 cc,1st Owner,Manual,18.5 kmpl
1982,2013 Hyundai i20,Magna Optional 1.2,"3,40,357",2013,Petrol,"54,952 Kms",1197 cc,1st Owner,Manual,19.05 kmpl
1983,2020 Tata Altroz,XE,"5,52,500",2020,Petrol,"3,199 Kms",1199 cc,1st Owner,Manual,20.77 kmpl
1984,2014 Maruti Ertiga,VDI,"5,37,000",2014,Diesel,"72,395 Kms",1248 cc,1st Owner,Manual,18.6 kmpl
1985,2019 Hyundai i20,Magna Plus BSIV,"6,17,000",2019,Petrol,"29,942 Kms",1197 cc,1st Owner,Manual,19.05 kmpl
1986,2020 Tata Altroz,XE,"5,52,500",2020,Petrol,"3,199 Kms",1199 cc,1st Owner,DL3C,Comprehensive
1987,2016 Maruti Celerio,VXI,"3,81,500",2016,Petrol,"48,964 Kms",998 cc,1st Owner,Manual,25.32 kmpl
1988,2016 Mahindra KUV 100,mFALCON D75 K8 5str AW,"3,97,000",2016,Diesel,"54,476 Kms",1198 cc,2nd Owner,Manual,19.1 kmpl
1989,2014 Maruti Swift Dzire,VXI,"4,16,500",2014,Petrol,"102,690 Kms",1197 cc,1st Owner,DL6C,Comprehensive
1990,2017 Maruti Celerio,VXI,"4,25,500",2016,Petrol,"15,785 Kms",998 cc,1st Owner,Manual,17 kmpl
1991,2016 Ford Ecosport,1.5 Petrol Titanium BSIV,"6,85,000",2015,Petrol,"32,345 Kms",1497 cc,1st Owner,Manual,25.2 kmpl
1992,2017 Maruti Swift,VDI Optional,"4,62,000",2016,Diesel,"60,637 Kms",1248 cc,1st Owner,Manual,23.59 kmpl
1993,2018 Toyota Etios Liva,1.4 VD,"5,37,500",2018,Diesel,"46,354 Kms",1364 cc,1st Owner,Manual,20.51 kmpl
1994,2013 Maruti Wagon R Stingray,VXI,"3,23,000",2013,Petrol,"55,675 Kms",998 cc,1st Owner,Manual,15.85 kmpl
1995,2018 Ford Ecosport,1.5 Ti VCT MT Ambiente BSIV,"7,43,820",2018,Petrol,"30,953 Kms",1499 cc,1st Owner,Manual,26.59 kmpl
1996,2015 Maruti Swift Dzire,VDI,"5,87,000",2015,Diesel,"25,433 Kms",1248 cc,1st Owner,Manual,32.26 kmpl
1997,2016 Maruti Alto K10,LXI CNG Optional,"3,25,500",2016,CNG,"55,252 Kms",998 cc,1st Owner,Manual,20.36 kmpl
1998,2012 Hyundai i10,Sportz 1.2,"2,85,500",2011,Petrol,"82,238 Kms",1197 cc,1st Owner,Automatic,18 kmpl
1999,2014 Honda City,i VTEC CVT VX,"6,46,500",2014,Petrol,"93,090 Kms",1497 cc,1st Owner,Manual,26 kmpl
2000,2014 Honda City,i DTEC SV,"5,24,500",2014,Diesel,"92,150 Kms",1498 cc,1st Owner,Manual,21.19 kmpl
2001,2016 Hyundai i20 Active,1.4 S,"4,71,000",2015,Diesel,"43,455 Kms",1396 cc,1st Owner,Manual,16.8 kmpl
2002,2015 Honda City,S,"6,00,000",2015,Petrol,"64,284 Kms",1497 cc,2nd Owner,Automatic,24.04 kmpl
2003,2020 Renault KWID,1.0 RXT AMT Opt BSIV,"4,30,374",2019,Petrol,"12,846 Kms",999 cc,1st Owner,Manual,27.28 kmpl
2004,2019 Tata Tiago,1.05 Revotorq XZ Plus,"4,89,500",2019,Diesel,"63,318 Kms",1047 cc,1st Owner,Manual,16.8 kmpl
2005,2015 Honda City,S,"6,00,000",2015,Petrol,"64,284 Kms",1497 cc,2nd Owner,Manual,27.28 kmpl
2006,2019 Tata Tiago,1.05 Revotorq XZ Plus,"4,89,500",2019,Diesel,"63,318 Kms",1047 cc,1st Owner,Automatic,18.49 kmpl
2007,2016 Mahindra TUV 300,T8 AMT,"5,51,000",2016,Diesel,"86,927 Kms",1493 cc,1st Owner,Manual,23.95 kmpl
2008,2014 Maruti Alto K10,VXI,"2,85,468",2013,Petrol,"27,017 Kms",998 cc,1st Owner,Manual,21.1 kmpl
2009,2019 Hyundai EON,Magna Plus,"2,98,000",2018,Petrol,"31,472 Kms",814 cc,1st Owner,Automatic,20.89 kmpl
2010,2019 Maruti Ignis,1.2 AMT Delta BSIV,"6,48,000",2019,Petrol,"5,598 Kms",1197 cc,1st Owner,Manual,17.8 kmpl
2011,2017 Honda City,i VTEC V,"8,14,432",2017,Petrol,"14,815 Kms",1497 cc,1st Owner,Manual,23.95 kmpl
2012,2016 Maruti Alto K10,VXI,"3,02,208",2016,Petrol,"32,053 Kms",998 cc,1st Owner,Manual,15.04 kmpl
2013,2011 Volkswagen Vento,Petrol Highline,"3,00,000",2011,Petrol,"77,531 Kms",1598 cc,1st Owner,Manual,22.32 kmpl
2014,2013 Hyundai Verna,1.6 SX,"4,27,000",2013,Diesel,"83,401 Kms",1582 cc,1st Owner,Manual,19.4 kmpl
2015,2013 Honda Brio,S MT,"2,72,500",2013,Petrol,"79,651 Kms",1198 cc,2nd Owner,Manual,21.7 kmpl
2016,2020 Maruti S-Presso,VXI Plus,"4,27,056",2020,Petrol,"6,646 Kms",998 cc,1st Owner,Manual,22.9 kmpl
2017,2013 Maruti Swift,VDI,"3,53,497",2013,Diesel,"61,671 Kms",1248 cc,1st Owner,Manual,28.4 kmpl
2018,2017 Maruti Swift Dzire,VDI,"5,85,000",2017,Diesel,"41,508 Kms",1248 cc,1st Owner,Manual,21.64 kmpl
2019,2013 Nissan Sunny,Diesel XL,"2,75,290",2013,Diesel,"54,251 Kms",1461 cc,1st Owner,DL9C,Comprehensive
2020,2015 Honda Brio,1.2 S MT,"3,66,000",2015,Petrol,"40,351 Kms",1198 cc,2nd Owner,Manual,13.2 kmpl
2021,2010 Chevrolet Spark,1.0 PS LPG,"1,06,000",2010,LPG,"82,017 Kms",995 cc,2nd Owner,Manual,24.3 kmpl
2022,2016 Maruti Vitara Brezza,VDi Option,"6,31,500",2016,Diesel,"78,612 Kms",1248 cc,1st Owner,Manual,20.89 kmpl
2023,2018 Maruti Ignis,Delta,"5,03,000",2018,Petrol,"5,114 Kms",1197 cc,1st Owner,Manual,23.59 kmpl
2024,2012 Toyota Etios,GD,"2,51,500",2012,Diesel,"78,536 Kms",1364 cc,2nd Owner,Automatic,14.28 kmpl
2025,2015 Toyota Corolla Altis,VL AT,"9,36,500",2015,Petrol,"43,241 Kms",1798 cc,1st Owner,Manual,21.21 kmpl
2026,2016 Maruti Swift,VXI,"4,45,578",2015,Petrol,"24,477 Kms",1197 cc,1st Owner,Manual,27.39 kmpl
2027,2018 Maruti Baleno,1.3 Delta,"5,70,912",2018,Diesel,"48,118 Kms",1248 cc,1st Owner,DL5C,Zero Dep
2028,2018 Maruti Eeco,5 STR With AC Plus HTR CNG,"3,61,000",2018,CNG,"67,748 Kms",1196 cc,1st Owner,Manual,22.32 kmpl
2029,2013 Hyundai Verna,1.6 SX,"4,14,000",2013,Diesel,"69,239 Kms",1582 cc,1st Owner,Automatic,16.95 kmpl
2030,2012 Hyundai i10,Sportz AT,"3,26,000",2012,Petrol,"64,543 Kms",1197 cc,1st Owner,Manual,24 kmpl
2031,2017 Hyundai Grand i10,1.2 CRDi Magna,"4,12,206",2017,Diesel,"62,547 Kms",1186 cc,1st Owner,Manual,23.5 kmpl
2032,2013 Hyundai Verna,1.4 EX,"4,25,000",2013,Diesel,"66,997 Kms",1396 cc,1st Owner,Automatic,18 kmpl
2033,2015 Honda City,i VTEC CVT VX,"6,90,772",2015,Petrol,"79,502 Kms",1497 cc,1st Owner,Automatic,23.84 kmpl
2034,2018 Tata Tiago,1.2 Revotron XZA,"4,67,826",2018,Petrol,"43,855 Kms",1199 cc,1st Owner,Manual,22 kmpl
2035,2015 Maruti Swift,VXI 2018,"4,90,000",2015,Petrol,"67,565 Kms",1197 cc,1st Owner,Manual,24 kmpl
2036,2018 Hyundai Grand i10,1.2 CRDi Sportz,"4,69,500",2018,Diesel,"45,317 Kms",1186 cc,1st Owner,Automatic,18.4 kmpl
2037,2018 Honda City,V CVT,"10,57,500",2018,Petrol,"14,856 Kms",1498 cc,1st Owner,Manual,18.9 kmpl
2038,2020 Hyundai Grand i10,Sportz Petrol BSIV,"5,78,000",2020,Petrol,"8,509 Kms",1197 cc,1st Owner,Manual,24.3 kmpl
2039,2019 Maruti Vitara Brezza,ZDi,"8,42,500",2019,Diesel,"46,244 Kms",1248 cc,1st Owner,UP14,Comprehensive
2040,2011 Hyundai i10,Sportz 1.2,"2,51,286",2011,Petrol,"38,270 Kms",1197 cc,2nd Owner,Automatic,19 kmpl
2041,2017 Honda Jazz,1.2 V AT i VTEC,"7,40,000",2017,Petrol,"33,873 Kms",1199 cc,1st Owner,DL7C,Comprehensive
2042,2017 Hyundai i20,Asta Option,"5,69,000",2016,Petrol,"50,024 Kms",1197 cc,1st Owner,Manual,22.54 kmpl
2043,2017 Hyundai i20,Magna 1.4 CRDi,"5,44,500",2016,Diesel,"64,390 Kms",1396 cc,1st Owner,Manual,16.2 kmpl
